| Time       | Ticker | Frequency   | Amplitude |
| 10:03:10 | ATPV | 0.00 | 0.00 |
| 10:03:11 | TLWI | 0.00 | 0.00 |
| 10:03:12 | HXBY | 0.00 | 0.00 |
| 10:03:13 | GAJI | 0.00 | 0.00 |
| 10:03:14 | LCLW | 0.00 | 0.00 |
| 10:03:15 | RCKR | 0.00 | 0.00 |
| 10:03:16 | UJLV | 0.00 | 0.00 |
| 10:03:17 | FSDT | 0.00 | 0.00 |
| 10:03:18 | PLYC | 0.00 | 0.00 |
| 10:03:19 | FEZG | 0.00 | 0.00 |
| 10:03:20 | WYZM | 0.00 | 0.00 |
| 10:03:21 | VPXA | 0.00 | 0.00 |
| 10:03:22 | IKPF | 0.00 | 0.00 |
| 10:03:23 | QCRS | 0.00 | 0.00 |
| 10:03:24 | AHKN | 0.00 | 0.00 |
| 10:03:25 | XSUG | 0.00 | 0.00 |
| 10:03:26 | JWFF | -0.00 | -0.00 |
| 10:03:27 | EQJB | -0.00 | 0.00 |
| 10:03:28 | CZVB | 0.00 | 0.00 |
| 10:03:29 | WESR | -0.00 | -0.00 |
| 10:03:30 | HQPC | 0.00 | 0.00 |
| 10:03:31 | GWNZ | 0.00 | 0.00 |
| 10:03:32 | QOVD | 0.00 | 0.00 |
| 10:03:33 | OCEK | -0.00 | -0.00 |
| 10:03:34 | LQVZ | 0.00 | 0.00 |
| 10:03:35 | JOWB | 0.00 | 0.00 |
| 10:03:36 | JAAG | 0.00 | 0.00 |
| 10:03:37 | ZAKJ | 0.00 | 0.00 |
| 10:03:38 | ANXA | 0.00 | 0.00 |
| 10:03:39 | DLQE | 0.00 | 0.00 |
| 10:03:40 | HOQZ | 0.00 | 0.00 |
| 10:03:41 | YLHO | -0.00 | -0.00 |
| 10:03:42 | FTYV | 0.00 | 0.00 |
| 10:03:43 | BMTG | 0.00 | 0.00 |
| 10:03:44 | CQMY | -0.00 | -0.00 |
| 10:03:45 | AVRI | -0.00 | 0.00 |
| 10:03:46 | UDWC | 0.00 | 0.00 |
| 10:03:47 | ZRBJ | 0.00 | 0.00 |
| 10:03:48 | DXYT | 0.00 | 0.00 |
| 10:03:49 | QUYD | -0.00 | -0.00 |
| 10:03:50 | AJAY | -0.00 | 0.00 |
| 10:03:51 | EQSA | 0.00 | 0.00 |
| 10:03:52 | MSAT | 0.00 | 0.00 |
| 10:03:53 | CCXG | -0.00 | -0.00 |
| 10:03:54 | QYVD | 0.00 | 0.00 |
| 10:03:55 | XPOX | 0.00 | 0.00 |
| 10:03:56 | VIZK | -0.00 | -0.00 |
| 10:03:57 | JDVJ | -0.00 | 0.00 |
| 10:03:58 | AHEW | 0.00 | 0.00 |
| 10:03:59 | HZCQ | -0.00 | -0.00 |
| 10:04:00 | HYED | 0.00 | 0.00 |
| 10:04:01 | QMWK | 0.00 | 0.00 |
| 10:04:02 | UOYT | -0.00 | -0.00 |
| 10:04:03 | XYNI | 0.00 | 0.00 |
| 10:04:04 | CCFH | 0.00 | 0.00 |
| 10:04:05 | BPEG | -0.00 | -0.00 |
| 10:04:06 | GZID | -0.00 | 0.00 |
| 10:04:07 | WLDC | -0.00 | 0.00 |
| 10:04:08 | MYJX | -0.00 | 0.00 |
| 10:04:09 | WAVC | -0.00 | 0.00 |
| 10:04:10 | BCTV | -0.00 | 0.00 |
| 10:04:11 | BJHZ | -0.00 | 0.00 |
| 10:04:12 | UFBT | 0.00 | 0.00 |
| 10:04:13 | BKYP | 0.00 | 0.00 |
| 10:04:14 | HCGC | -0.00 | -0.00 |
| 10:04:15 | IUYC | 0.00 | 0.00 |
| 10:04:16 | LZDJ | 0.00 | 0.00 |
| 10:04:17 | ROUT | 0.00 | 0.00 |
| 10:04:18 | VWUR | 0.00 | 0.00 |
| 10:04:19 | QCLD | -0.00 | -0.00 |
| 10:04:20 | CNAA | 0.00 | 0.00 |
| 10:04:21 | ZQGR | 0.00 | 0.00 |
| 10:04:22 | OSHM | -0.00 | -0.00 |
| 10:04:23 | ZNZK | -0.00 | 0.00 |
| 10:04:24 | SJLJ | -0.00 | 0.00 |
| 10:04:25 | XVUT | -0.00 | 0.00 |
| 10:04:26 | VICS | -0.00 | 0.00 |
| 10:04:27 | IVKD | -0.00 | 0.00 |
| 10:04:28 | KKDD | -0.00 | 0.00 |
| 10:04:29 | ZALF | -0.00 | 0.00 |
| 10:04:30 | WHEG | -0.00 | 0.00 |
| 10:04:31 | YDCT | -0.00 | 0.00 |
| 10:04:32 | TQDM | -0.00 | 0.00 |
| 10:04:33 | MAYG | 0.00 | 0.00 |
| 10:04:34 | KVMI | -0.00 | -0.00 |
| 10:04:35 | AURX | -0.00 | 0.00 |
| 10:04:36 | YURU | 0.00 | 0.00 |
| 10:04:37 | UIVV | -0.00 | -0.00 |
| 10:04:38 | IASG | -0.00 | 0.00 |
| 10:04:39 | HNFV | -0.00 | 0.00 |
| 10:04:40 | FXXK | -0.00 | 0.00 |
| 10:04:41 | YGNQ | -0.00 | 0.00 |
| 10:04:42 | ZIDT | -0.00 | 0.00 |
| 10:04:43 | KWUM | -0.00 | 0.00 |
| 10:04:44 | LWRB | -0.00 | 0.00 |
| 10:04:45 | MTTR | -0.00 | 0.00 |
| 10:04:46 | ZEMU | 0.00 | 0.00 |
| 10:04:47 | ZZZL | 0.00 | 0.00 |
| 10:04:48 | ZSFK | -0.00 | -0.00 |
| 10:04:49 | GWSH | 0.00 | 0.00 |
| 10:04:50 | CUAP | 0.00 | 0.00 |
| 10:04:51 | OIWT | 0.00 | 0.00 |
| 10:04:52 | FRJH | 0.00 | 0.00 |
| 10:04:53 | RSBX | 0.00 | 0.00 |
| 10:04:54 | BLZE | 0.00 | 0.00 |
| 10:04:55 | ZYKU | 0.00 | 0.00 |
| 10:04:56 | CTBU | 0.00 | 0.00 |
| 10:04:57 | WFUI | 0.00 | 0.00 |
| 10:04:58 | QAGP | 0.00 | 0.00 |
| 10:04:59 | GCOM | 0.00 | 0.00 |
| 10:05:00 | TFPE | 0.00 | 0.00 |
| 10:05:01 | DNPS | 0.00 | 0.00 |
| 10:05:02 | MKYN | 0.00 | 0.00 |
| 10:05:03 | WFBT | 0.00 | 0.00 |
| 10:05:04 | LYGM | 0.00 | 0.00 |
| 10:05:05 | MKPJ | 0.00 | 0.00 |
| 10:05:06 | EIZX | 0.00 | 0.00 |
| 10:05:07 | HJMZ | 0.00 | 0.00 |
| 10:05:08 | RESU | 0.00 | 0.00 |
| 10:05:09 | VUTD | 0.00 | 0.00 |
| 10:05:10 | VHGX | 0.00 | 0.00 |
| 10:05:11 | ZEGE | 0.00 | 0.00 |
| 10:05:12 | HKFX | 0.00 | 0.00 |
| 10:05:13 | IOBL | 0.00 | 0.00 |
| 10:05:14 | TVOO | 0.00 | 0.00 |
| 10:05:15 | GZSA | 0.00 | 0.00 |
| 10:05:16 | CQHU | 0.00 | 0.00 |
| 10:05:17 | DYEH | 0.00 | 0.00 |
| 10:05:18 | RDBG | 0.00 | 0.00 |
| 10:05:19 | WBML | 0.00 | 0.00 |
| 10:05:20 | XGLE | 0.00 | 0.00 |
| 10:05:21 | VHFN | 0.00 | 0.00 |
| 10:05:22 | ENWU | 0.00 | 0.00 |
| 10:05:23 | NXGI | 0.00 | 0.00 |
| 10:05:24 | MRKV | 0.00 | 0.00 |
| 10:05:25 | PPZF | 0.00 | 0.00 |
| 10:05:26 | EHPA | 0.00 | 0.00 |
| 10:05:27 | KBYS | 0.00 | 0.00 |
| 10:05:28 | TBRR | 0.00 | 0.00 |
| 10:05:29 | ARHN | 0.00 | 0.00 |
| 10:05:30 | FKKH | 0.00 | 0.00 |
| 10:05:31 | PCVN | 0.00 | 0.00 |
| 10:05:32 | KLQD | 0.00 | 0.00 |
| 10:05:33 | ANJX | 0.00 | 0.00 |
| 10:05:34 | KQXA | 0.00 | 0.00 |
| 10:05:35 | HBHL | 0.00 | 0.00 |
| 10:05:36 | MIZX | 0.00 | 0.00 |
| 10:05:37 | BDZT | 0.00 | 0.00 |
| 10:05:38 | ADFA | 0.00 | 0.00 |
| 10:05:39 | QSDW | 0.00 | 0.00 |
| 10:05:40 | LOEP | 0.00 | 0.00 |
| 10:05:41 | WUCE | 0.00 | 0.00 |
| 10:05:42 | XODW | 0.00 | 0.00 |
| 10:05:43 | TTSQ | 0.00 | 0.00 |
| 10:05:44 | SJLP | 0.00 | 0.00 |
| 10:05:45 | FPIU | 0.00 | 0.00 |
| 10:05:46 | PRXI | 0.00 | 0.00 |
| 10:05:47 | ACOL | 0.00 | 0.00 |
| 10:05:48 | EKBG | 0.00 | 0.00 |
| 10:05:49 | WFPK | 0.00 | 0.00 |
| 10:05:50 | JUUF | 0.00 | 0.00 |
| 10:05:51 | WGVO | 0.00 | 0.00 |
| 10:05:52 | WVUP | 0.00 | 0.00 |
| 10:05:53 | GVZW | 0.00 | 0.00 |
| 10:05:54 | YKKU | 0.00 | 0.00 |
| 10:05:55 | BHGG | 0.00 | 0.00 |
| 10:05:56 | KGIE | 0.00 | 0.00 |
| 10:05:57 | OSBZ | 0.00 | 0.00 |
| 10:05:58 | XXAU | 0.00 | 0.00 |
| 10:05:59 | HCRE | 0.00 | 0.00 |
| 10:06:00 | TWIB | 0.00 | 0.00 |
| 10:06:01 | OBMR | 0.00 | 0.00 |
| 10:06:02 | ULRM | 0.00 | 0.00 |
| 10:06:03 | HAQM | 0.00 | 0.00 |
| 10:06:04 | WEJH | 0.00 | 0.00 |
| 10:06:05 | ZCYG | 0.00 | 0.00 |
| 10:06:06 | DTSH | 0.00 | 0.00 |
| 10:06:07 | BOGA | 0.00 | 0.00 |
| 10:06:08 | BCIC | 0.00 | 0.00 |
| 10:06:09 | SLTU | 0.00 | 0.00 |
| 10:06:10 | NUGA | 0.00 | 0.00 |
| 10:06:11 | JAFM | 0.00 | 0.00 |
| 10:06:12 | PLCD | 0.00 | 0.00 |
| 10:06:13 | VFQS | 0.00 | 0.00 |
| 10:06:14 | AWHO | 0.00 | 0.00 |
| 10:06:15 | COQG | 0.00 | 0.00 |
| 10:06:16 | KLHT | 0.00 | 0.00 |
| 10:06:17 | OUDH | 0.00 | 0.00 |
| 10:06:18 | INGF | 0.00 | 0.00 |
| 10:06:19 | OTTR | 0.00 | 0.00 |
| 10:06:20 | EHAR | 0.00 | 0.00 |
| 10:06:21 | SJNT | 0.00 | 0.00 |
| 10:06:22 | HBRY | 0.00 | 0.00 |
| 10:06:23 | NGWE | 0.00 | 0.00 |
| 10:06:24 | CVIZ | 0.00 | 0.00 |
| 10:06:25 | TQUE | 0.00 | 0.00 |
| 10:06:26 | XIGC | 0.00 | 0.00 |
| 10:06:27 | TFOS | 0.00 | 0.00 |
| 10:06:28 | GYQG | 0.00 | 0.00 |
| 10:06:29 | OWCV | 0.00 | 0.00 |
| 10:06:30 | EWZH | 0.00 | 0.00 |
| 10:06:31 | BXKZ | 0.00 | 0.00 |
| 10:06:32 | JLBS | 0.00 | 0.00 |
| 10:06:33 | LLHU | 0.00 | 0.00 |
| 10:06:34 | ANCW | 0.00 | 0.00 |
| 10:06:35 | OQXB | 0.00 | 0.00 |
| 10:06:36 | VAMC | 0.00 | 0.00 |
| 10:06:37 | AJEC | 0.00 | 0.00 |
| 10:06:38 | JYUT | 0.00 | 0.00 |
| 10:06:39 | SXRN | 0.00 | 0.00 |
| 10:06:40 | TGAS | 0.00 | 0.00 |
| 10:06:41 | HNLH | 0.00 | 0.00 |
| 10:06:42 | UQAQ | 0.00 | 0.00 |
| 10:06:43 | MXYJ | 0.00 | 0.00 |
| 10:06:44 | XEEA | 0.00 | 0.00 |
| 10:06:45 | JCVL | 0.00 | 0.00 |
| 10:06:46 | NBUP | 0.00 | 0.00 |
| 10:06:47 | PUZW | 0.00 | 0.00 |
| 10:06:48 | RYQT | 0.00 | 0.00 |
| 10:06:49 | TAYY | 0.00 | 0.00 |
| 10:06:50 | DFCG | 0.00 | 0.00 |
| 10:06:51 | OTHC | 0.00 | 0.00 |
| 10:06:52 | BKYU | 0.00 | 0.00 |
| 10:06:53 | AVSO | 0.00 | 0.00 |
| 10:06:54 | FNEV | 0.00 | 0.00 |
| 10:06:55 | HLIZ | 0.00 | 0.00 |
| 10:06:56 | PDSP | 0.00 | 0.00 |
| 10:06:57 | OMSI | 0.00 | 0.00 |
| 10:06:58 | PUPE | 0.00 | 0.00 |
| 10:06:59 | KOQL | 0.00 | 0.00 |
| 10:07:00 | BIFE | 0.00 | 0.00 |
| 10:07:01 | SBUL | 0.00 | 0.00 |
| 10:07:02 | PSTX | 0.00 | 0.00 |
| 10:07:03 | ZIML | 0.00 | 0.00 |
| 10:07:04 | QYYU | 0.00 | 0.00 |
| 10:07:05 | VLBL | 0.00 | 0.00 |
| 10:07:06 | GAFF | 0.00 | 0.00 |
| 10:07:07 | OFIF | 0.00 | 0.00 |
| 10:07:08 | JRPK | 0.00 | 0.00 |
| 10:07:09 | OBTA | -0.00 | -0.00 |
| 10:07:10 | NBBI | 0.00 | 0.00 |
| 10:07:11 | OVFR | 0.00 | 0.00 |
| 10:07:12 | NOAS | 0.00 | 0.00 |
| 10:07:13 | MHUK | 0.00 | 0.00 |
| 10:07:14 | GITZ | 0.00 | 0.00 |
| 10:07:15 | ADUB | 0.00 | 0.00 |
| 10:07:16 | URAA | 0.00 | 0.00 |
| 10:07:17 | ALFP | 0.00 | 0.00 |
| 10:07:18 | RWMW | 0.00 | 0.00 |
| 10:07:19 | ISHO | 0.00 | 0.00 |
| 10:07:20 | LXBI | 0.00 | 0.00 |
| 10:07:21 | SPZB | 0.00 | 0.00 |
| 10:07:22 | MDDA | 0.00 | 0.00 |
| 10:07:23 | UKWH | 0.00 | 0.00 |
| 10:07:24 | FDDY | 0.00 | 0.00 |
| 10:07:25 | TRZA | 0.00 | 0.00 |
| 10:07:26 | SIVN | 0.00 | 0.00 |
| 10:07:27 | CZYS | 0.00 | 0.00 |
| 10:07:28 | WBNB | 0.00 | 0.00 |
| 10:07:29 | SOIS | 0.00 | 0.00 |
| 10:07:30 | ROJD | 0.00 | 0.00 |
| 10:07:31 | NCZD | 0.00 | 0.00 |
| 10:07:32 | PUUI | 0.00 | 0.00 |
| 10:07:33 | CQHB | 0.00 | 0.00 |
| 10:07:34 | ZXLA | 0.00 | 0.00 |
| 10:07:35 | CGIX | 0.00 | 0.00 |
| 10:07:36 | MMVQ | 0.00 | 0.00 |
| 10:07:37 | AJIU | 0.00 | 0.00 |
| 10:07:38 | PEMR | 0.00 | 0.00 |
| 10:07:39 | UAFI | 0.00 | 0.00 |
| 10:07:40 | CEHB | 0.00 | 0.00 |
| 10:07:41 | YXSJ | 0.00 | 0.00 |
| 10:07:42 | OKWP | 0.00 | 0.00 |
| 10:07:43 | DZDS | 0.00 | 0.00 |
| 10:07:44 | UGGH | 0.00 | 0.00 |
| 10:07:45 | VSVS | 0.00 | 0.00 |
| 10:07:46 | FAWH | -0.00 | -0.00 |
| 10:07:47 | QSKN | -0.00 | 0.00 |
| 10:07:48 | KLQL | -0.00 | 0.00 |
| 10:07:49 | LCGA | 0.00 | 0.00 |
| 10:07:50 | GLQP | 0.00 | 0.00 |
| 10:07:51 | ZBRU | 0.00 | 0.00 |
| 10:07:52 | CUMM | 0.00 | 0.00 |
| 10:07:53 | DUCU | 0.00 | 0.00 |
| 10:07:54 | QMAQ | 0.00 | 0.00 |
| 10:07:55 | ISTQ | 0.00 | 0.00 |
| 10:07:56 | UCKU | 0.00 | 0.00 |
| 10:07:57 | FBZC | 0.00 | 0.00 |
| 10:07:58 | MGQI | 0.00 | 0.00 |
| 10:07:59 | ZTJP | 0.00 | 0.00 |
| 10:08:00 | ZWKG | 0.00 | 0.00 |
| 10:08:01 | IMTC | 0.00 | 0.00 |
| 10:08:02 | VZPC | 0.00 | 0.00 |
| 10:08:03 | QPKG | 0.00 | 0.00 |
| 10:08:04 | CNUG | 0.00 | 0.00 |
| 10:08:05 | LVFQ | 0.00 | 0.00 |
| 10:08:06 | SMMP | 0.00 | 0.00 |
| 10:08:07 | LRKW | 0.00 | 0.00 |
| 10:08:08 | WNVT | 0.00 | 0.00 |
| 10:08:09 | DHLO | 0.00 | 0.00 |
| 10:08:10 | ZYWG | -0.00 | -0.00 |
| 10:08:11 | ALPC | -0.00 | 0.00 |
| 10:08:12 | SHTU | -0.00 | 0.00 |
| 10:08:13 | DILP | -0.00 | 0.00 |
| 10:08:14 | GGUC | -0.00 | 0.00 |
| 10:08:15 | DXXA | -0.00 | 0.00 |
| 10:08:16 | RQAG | -0.00 | 0.00 |
| 10:08:17 | OCCR | -0.00 | 0.00 |
| 10:08:18 | WYXR | -0.00 | 0.00 |
| 10:08:19 | IPPQ | -0.00 | 0.00 |
| 10:08:20 | RTPX | -0.00 | 0.00 |
| 10:08:21 | KVOE | -0.00 | 0.00 |
| 10:08:22 | ZPWL | -0.00 | 0.00 |
| 10:08:23 | ATER | -0.00 | 0.00 |
| 10:08:24 | DGTI | -0.00 | 0.00 |
| 10:08:25 | ATHJ | -0.00 | 0.00 |
| 10:08:26 | ALUQ | -0.00 | 0.00 |
| 10:08:27 | MUJL | -0.00 | 0.00 |
| 10:08:28 | OUAP | -0.00 | 0.00 |
| 10:08:29 | MQZP | -0.00 | 0.00 |
| 10:08:30 | XBMQ | -0.00 | 0.00 |
| 10:08:31 | OIUH | -0.00 | 0.00 |
| 10:08:32 | NASM | -0.00 | 0.00 |
| 10:08:33 | RMZG | -0.00 | 0.00 |
